question_id,lane,answer_type,round,K,evidence_mode,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,model
F1,F,yes_no_mixed,0,10,oracle_evidence,True,AAPL,1.0,True,0.5004024235381879,0.33650583350462826,0.1638965900335596,0.5254024235381879,0.3615058335046283,0.1638965900335596,0.36096404744368116,0.2427376486136672,0.11822639883001398,0.3275295688512027,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.8, ""insufficient_data"": 0.2}",-0.0,0.6730116670092565,10,10,0.8,True,0.07999999999999999,0.4834266495778762,1.0,0.6,gemma4:latest
F1,F,yes_no_mixed,1,10,oracle_evidence,True,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,gemma4:latest
F10,F,open_summary_with_canonical_claim,0,10,oracle_evidence,True,AVGO,0.7,True,0.8722283555177819,0.6754086300674208,0.19681972545036108,0.9436569269463533,0.7795752967340874,0.16408163021226585,0.7939364637685039,0.6147834290896608,0.1791530346788431,0.22565160167663062,claim_false,0.3958333333333333,0.16666666666666666,0.625,"{""claim_true"": 0.0625, ""claim_false"": 0.5417, ""mixed"": 0.3958}",0.45056120886630463,0.9002560512685369,6,8,0.0625,False,1.3289930555555556,1.8787708462176846,0.0,0.125,gemma4:latest
F10,F,open_summary_with_canonical_claim,1,10,oracle_evidence,True,AVGO,0.7,True,0.5623351446188083,0.34657359027997264,0.21576155433883565,0.598049430333094,0.40907359027997264,0.18897584005312135,0.5118595071429147,0.3154648767857287,0.1963946303571861,0.3836885465963443,claim_false,0.25,0.5,0.0,"{""claim_true"": 0.0, ""claim_false"": 0.75, ""mixed"": 0.25}",0.6931471805599453,-0.0,4,10,0.0,False,1.625,2.1972245773362196,0.0,0.0,gemma4:latest
F11,F,yes_no_mixed,0,10,oracle_evidence,True,TSLA,1.0,True,0.5004024235381879,0.33650583350462826,0.1638965900335596,0.5254024235381879,0.3615058335046283,0.1638965900335596,0.36096404744368116,0.2427376486136672,0.11822639883001398,0.3275295688512027,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.8, ""insufficient_data"": 0.2}",-0.0,0.6730116670092565,10,10,0.0,False,1.6800000000000002,2.4849066497880004,0.0,0.0,gemma4:latest
F11,F,yes_no_mixed,1,10,oracle_evidence,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4:latest
F12,F,company_choice,0,10,oracle_evidence,False,AAPL|MSFT|GOOGL,1.0,True,0.6474466390346325,0.49904732020035236,0.14839931883428015,0.6724466390346325,0.5490473202003524,0.12339931883428013,0.46703402768774555,0.3599865470109875,0.10704748067675807,0.22920702632042259,GOOGL,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.35, ""GOOGL"": 0.65, ""insufficient_data"": 0.0}",0.3250829733914482,0.6730116670092565,10,10,0.65,True,0.24499999999999997,0.6603573577369544,0.9,0.4,gemma4:latest
F12,F,company_choice,1,10,oracle_evidence,False,AAPL|MSFT|GOOGL,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,MSFT,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.5, ""GOOGL"": 0.5, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.5,False,0.5,0.8754687373538999,0.0,1.0,gemma4:latest
F13,F,yes_no_mixed,0,10,oracle_evidence,True,NFLX,1.0,True,0.6128694524619495,0.46797363772317085,0.1448958147387786,0.6628694524619495,0.5179736377231708,0.14489581473877866,0.44209185988959443,0.33757162320499345,0.10452023668460093,0.2364219886579754,mixed,0.8500000000000001,0.7,1.0,"{""yes"": 0.0, ""no"": 0.15, ""mixed"": 0.8, ""insufficient_data"": 0.05}",0.6108643020548935,0.3250829733914482,10,10,0.15,False,1.365,1.69644928942373,0.3,0.0,gemma4:latest
F13,F,yes_no_mixed,1,10,oracle_evidence,True,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4:latest
F14,F,yes_no_mixed,0,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4:latest
F14,F,yes_no_mixed,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4:latest
F15,F,graded_judgment,0,10,oracle_evidence,False,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""sound"": 0.0, ""mixed"": 0.0, ""weak"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,gemma4:latest
